-7.799128884647621440e-02 -2.579804323616751383e+00
1.582071508816315308e+00 -5.863159541827567267e-02
-1.895336687624012750e+00 -1.589494256380352022e+00
-1.883109283379632792e+00 -1.141922917136225291e+00
-7.807198934333881013e-01 -2.544803678933366342e+00
-5.204605691875855422e-01 -3.836758317824883191e-01
-1.592847777751584371e+00 -1.255286094396525609e+00
-7.032320783476216919e-01 -6.804146003632958184e-01
-7.809952712315165746e-01 -9.236114164456129538e-01
1.172512935728810657e+00 6.107173552679669992e-01
-3.694823131920890180e-01 -1.159502433556230949e+00
-1.660297827174317620e+00 2.490659315844385713e-01
1.899261048044547096e-01 -4.647362011662617975e-01
-7.732175113227874874e-01 -1.222739875602589787e+00
-1.683604689498896967e+00 4.942153724690734329e-01
1.127507413772350642e-01 -4.400071079998895129e-01
-1.987304206113059912e+00 -6.880627095734410670e-01
-8.645605112154028937e-01 -4.223224582401807758e-01
-3.868660488600694780e-02 -9.397476515179884471e-01
-1.489811591632189014e+00 -4.444756132822269556e-01
-2.511166540521772017e-01 2.399563436603924238e-01
-8.736723876449777881e-01 -1.179565574763495217e+00
-7.475256258477800397e-01 4.717800706318984183e-01
-2.062956229915690054e-01 -2.817923218141605846e-01
-1.004449443563646183e+00 -8.596506516826007971e-02
5.387439860982246032e-01 1.366105483851141056e+00
2.651278588683754212e-01 2.331973475842031185e+00
1.191785589852395244e+00 1.628345517877035853e+00
-2.294057427111602099e-01 5.413262180025146808e-02
-2.333566059141833904e-01 1.301764021107276736e+00
7.548050771870027376e-01 2.269829261252799935e+00
9.356644203029345075e-01 3.346523432534557418e+00
-7.529569596080507576e-01 2.711617989246939420e-01
-1.518531129074322639e+00 -1.322136596376610740e-01
3.052851336135236959e+00 1.488091434181338046e+00
3.388518853778783591e-01 5.569585799623022471e-01
8.196557621144384687e-01 8.996828102575035180e-01
1.472640444329009757e+00 1.556160683737936479e+00
3.096633953453427957e+00 1.083336964384321588e+00
2.020794157327247653e+00 -1.784010800062270086e-01
1.407833132351120842e+00 1.806562840072738707e+00
1.153098330270559524e+00 2.013269902253521648e-01
1.346382949476675694e+00 8.041359429195724662e-01
1.994323286341472823e+00 5.376760060957349596e-01
2.098469988073457415e+00 1.799917246618043531e+00
1.651054113137629953e-01 2.214625665031038082e+00
1.687486103079489208e+00 1.093267288682776783e+00
2.920494804833190905e+00 1.259741966026574289e+00
1.331787299387526602e+00 3.688833155106086004e-01
8.178007858855871337e-01 4.127427555519697089e-01
